source_row_id,brand,source_description,unit,model_from_implementation_a,model_from_implementation_b,family_from_a,family_from_b,identity_key_a,identity_key_b,classification_a,classification_b,pack_id_a,pack_id_b,product_id_a,product_id_b,price_a,price_b,discrepancy_type,recommended_resolution,evidence
1275,Ariston,- ARISTON 60CM ELECTRIC OVEN FA5834HIXAAUS,EACH,FA5834HIXAAUS,FA5834HIXAAUS,ovens,ovens,brand-model:ariston:fa5834hixaaus,ariston::fa5834hixaaus,component,component,product:appliances:appliance-packs:ariston:1279,pack:appliances:ariston:ariston-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,product:appliances:ovens:ariston:fa5834hixaaus,product:appliances:ovens:ariston:fa5834hixaaus,1199,1199,none,No change required.,
1276,Ariston,- ARISTON 60CM ELECTRIC COOKTOP PF604IX,EACH,PF604IX,PF604IX,cooktops,cooktops,brand-model:ariston:pf604ix,ariston::pf604ix,component,component,product:appliances:appliance-packs:ariston:1279,pack:appliances:ariston:ariston-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,product:appliances:cooktops:ariston:pf604ix,product:appliances:cooktops:ariston:pf604ix,699,699,none,No change required.,
1277,Ariston,- ARISTON 60CM SLIDE OUT RANGEHOOD ARHS60X,EACH,ARHS60X,ARHS60X,rangehoods,rangehoods,brand-model:ariston:arhs60x,ariston::arhs60x,component,component,product:appliances:appliance-packs:ariston:1279,pack:appliances:ariston:ariston-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,product:appliances:rangehoods:ariston:arhs60x,product:appliances:rangehoods:ariston:arhs60x,399,399,none,No change required.,
1278,Ariston,- ARISTON 60CM DISHWASHER LFO3C23WF,EACH,LFO3C23WF,LFO3C23WF,dishwashers,dishwashers,brand-model:ariston:lfo3c23wf,ariston::lfo3c23wf,component,component,product:appliances:appliance-packs:ariston:1279,pack:appliances:ariston:ariston-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,product:appliances:dishwashers:ariston:lfo3c23wf,product:appliances:dishwashers:ariston:lfo3c23wf,799,799,none,No change required.,
1279,Ariston,ARISTON PACK - 600MM ELECTRIC COOKTOP PACK - OVEN / ELECTRIC COOKTOP / SLIDEOUT RANGEHOOD / DISHWASHER,PACK,,,appliance-packs,appliance-packs,pack:pack:appliances:ariston:ariston-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,pack:pack:appliances:ariston:ariston-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,pack,pack,product:appliances:appliance-packs:ariston:1279,pack:appliances:ariston:ariston-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,,,3096,3096,none,No change required.,dimension token present; not a model ID
1280,Ariston,- ARISTON 90CM GAS COOKTOP PKQ 755 D GH AUS,EACH,PKQ 755 D GH AUS,PKQ 755 D GH AUS,cooktops,cooktops,brand-model:ariston:pkq-755-d-gh-aus,ariston::pkq-755-d-gh-aus,component,component,product:appliances:appliance-packs:ariston:1279,pack:appliances:ariston:ariston-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,product:appliances:cooktops:ariston:pkq-755-d-gh-aus,product:appliances:cooktops:ariston:pkq-755-d-gh-aus,999,999,none,No change required.,
1281,Ariston,- ARISTON 90CM SLIDE OUT RANGEHOOD ARHS90X,EACH,ARHS90X,ARHS90X,rangehoods,rangehoods,brand-model:ariston:arhs90x,ariston::arhs90x,component,component,product:appliances:appliance-packs:ariston:1279,pack:appliances:ariston:ariston-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,product:appliances:rangehoods:ariston:arhs90x,product:appliances:rangehoods:ariston:arhs90x,499,499,none,No change required.,
1282,Ariston,- ARISTON 60CM DISHWASHER LFO3C23WF,EACH,LFO3C23WF,LFO3C23WF,dishwashers,dishwashers,brand-model:ariston:lfo3c23wf,ariston::lfo3c23wf,component,component,product:appliances:appliance-packs:ariston:1279,pack:appliances:ariston:ariston-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,product:appliances:dishwashers:ariston:lfo3c23wf,product:appliances:dishwashers:ariston:lfo3c23wf,799,799,none,No change required.,
1283,Ariston,- ARISTON 60CM ELECTRIC OVEN FA5834HIXAAUS,EACH,FA5834HIXAAUS,FA5834HIXAAUS,ovens,ovens,brand-model:ariston:fa5834hixaaus,ariston::fa5834hixaaus,component,component,product:appliances:appliance-packs:ariston:1279,pack:appliances:ariston:ariston-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,product:appliances:ovens:ariston:fa5834hixaaus,product:appliances:ovens:ariston:fa5834hixaaus,1199,1199,none,No change required.,
1284,Ariston,- ARISTON 60CM GAS COOKTOP PC640NTX,EACH,PC640NTX,PC640NTX,cooktops,cooktops,brand-model:ariston:pc640ntx,ariston::pc640ntx,component,component,product:appliances:appliance-packs:ariston:1279,pack:appliances:ariston:ariston-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,product:appliances:cooktops:ariston:pc640ntx,product:appliances:cooktops:ariston:pc640ntx,699,699,none,No change required.,
1285,Ariston,- ARISTON 60CM SLIDE OUT RANGEHOOD ARHS60X,EACH,ARHS60X,ARHS60X,rangehoods,rangehoods,brand-model:ariston:arhs60x,ariston::arhs60x,component,component,product:appliances:appliance-packs:ariston:1279,pack:appliances:ariston:ariston-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,product:appliances:rangehoods:ariston:arhs60x,product:appliances:rangehoods:ariston:arhs60x,399,399,none,No change required.,
1286,Ariston,- ARISTON 60CM DISHWASHER LFO3C23WF,EACH,LFO3C23WF,LFO3C23WF,dishwashers,dishwashers,brand-model:ariston:lfo3c23wf,ariston::lfo3c23wf,component,component,product:appliances:appliance-packs:ariston:1279,pack:appliances:ariston:ariston-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,product:appliances:dishwashers:ariston:lfo3c23wf,product:appliances:dishwashers:ariston:lfo3c23wf,799,799,none,No change required.,
1287,Ariston,ARISTON PACK - 600MM GAS COOKTOP PACK - OVEN / GAS COOKTOP / SLIDEOUT RANGEHOOD / DISHWASHER,PACK,,,appliance-packs,appliance-packs,pack:pack:appliances:ariston:ariston-pack-600mm-gas-cooktop-pack-oven-gas-cooktop-slideout-rangehood-dishwasher,pack:pack:appliances:ariston:ariston-pack-600mm-gas-cooktop-pack-oven-gas-cooktop-slideout-rangehood-dishwasher,pack,pack,product:appliances:appliance-packs:ariston:1287,pack:appliances:ariston:ariston-pack-600mm-gas-cooktop-pack-oven-gas-cooktop-slideout-rangehood-dishwasher,,,3096,3096,none,No change required.,dimension token present; not a model ID
1288,Ariston,ARISTON 600MM CANOPY RANGEHOOD OPTION - ARISTON 60CM CANOPY RANGEHOOD ARHC60X,EACH,OPTION - ARISTON 60CM CANOPY RANGEHOOD ARHC60X,ARHC60X,rangehoods,rangehoods,brand-model:ariston:option-ariston-60cm-canopy-rangehood-arhc60x,ariston::arhc60x,component,component,product:appliances:appliance-packs:ariston:1287,pack:appliances:ariston:ariston-pack-600mm-gas-cooktop-pack-oven-gas-cooktop-slideout-rangehood-dishwasher,product:appliances:rangehoods:ariston:option-ariston-60cm-canopy-rangehood-arhc60x,product:appliances:rangehoods:ariston:arhc60x,499,499,model-extraction|product-identity,"Use canonical model extraction: strip option prefix, preserve hyphenated and multi-token model numbers, reject dimensions.",source row is an option label containing a physical model after OPTION -; dimension token present; not a model ID; models differ: OPTION - ARISTON 60CM CANOPY RANGEHOOD ARHC60X vs ARHC60X; product IDs differ under old versus canonical identity
1289,Ariston,ARISTON 600MM UNDER CUPBOARD RANGEHOOD OPTION - ARISTON 60CM UNDER CUPBOARD RANGEHOOD ARU60X,EACH,OPTION - ARISTON 60CM UNDER CUPBOARD RANGEHOOD ARU60X,ARU60X,rangehoods,rangehoods,brand-model:ariston:option-ariston-60cm-under-cupboard-rangehood-aru60x,ariston::aru60x,component,component,product:appliances:appliance-packs:ariston:1287,pack:appliances:ariston:ariston-pack-600mm-gas-cooktop-pack-oven-gas-cooktop-slideout-rangehood-dishwasher,product:appliances:rangehoods:ariston:option-ariston-60cm-under-cupboard-rangehood-aru60x,product:appliances:rangehoods:ariston:aru60x,349,349,model-extraction|product-identity,"Use canonical model extraction: strip option prefix, preserve hyphenated and multi-token model numbers, reject dimensions.",source row is an option label containing a physical model after OPTION -; dimension token present; not a model ID; models differ: OPTION - ARISTON 60CM UNDER CUPBOARD RANGEHOOD ARU60X vs ARU60X; product IDs differ under old versus canonical identity
1290,Ariston,- ARISTON 90CM BUILT-IN OVEN FI9 891 SP IX A AUS,EACH,FI9 891 SP IX A AUS,FI9 891 SP IX A AUS,ovens,ovens,brand-model:ariston:fi9-891-sp-ix-a-aus,ariston::fi9-891-sp-ix-a-aus,component,component,product:appliances:appliance-packs:ariston:1287,pack:appliances:ariston:ariston-pack-600mm-gas-cooktop-pack-oven-gas-cooktop-slideout-rangehood-dishwasher,product:appliances:ovens:ariston:fi9-891-sp-ix-a-aus,product:appliances:ovens:ariston:fi9-891-sp-ix-a-aus,1899,1899,none,No change required.,
1291,Ariston,- ARISTON 90CM INDUCTION COOKTOP NIO 844 DO B AUS,EACH,NIO 844 DO B AUS,NIO 844 DO B AUS,cooktops,cooktops,brand-model:ariston:nio-844-do-b-aus,ariston::nio-844-do-b-aus,component,component,product:appliances:appliance-packs:ariston:1287,pack:appliances:ariston:ariston-pack-600mm-gas-cooktop-pack-oven-gas-cooktop-slideout-rangehood-dishwasher,product:appliances:cooktops:ariston:nio-844-do-b-aus,product:appliances:cooktops:ariston:nio-844-do-b-aus,1399,1399,none,No change required.,
1292,Ariston,- ARISTON 90CM SLIDE OUT RANGEHOOD ARHS90X,EACH,ARHS90X,ARHS90X,rangehoods,rangehoods,brand-model:ariston:arhs90x,ariston::arhs90x,component,component,product:appliances:appliance-packs:ariston:1287,pack:appliances:ariston:ariston-pack-600mm-gas-cooktop-pack-oven-gas-cooktop-slideout-rangehood-dishwasher,product:appliances:rangehoods:ariston:arhs90x,product:appliances:rangehoods:ariston:arhs90x,499,499,none,No change required.,
1293,Ariston,- ARISTON 60CM DISHWASHER LFO3C23WF,EACH,LFO3C23WF,LFO3C23WF,dishwashers,dishwashers,brand-model:ariston:lfo3c23wf,ariston::lfo3c23wf,component,component,product:appliances:appliance-packs:ariston:1287,pack:appliances:ariston:ariston-pack-600mm-gas-cooktop-pack-oven-gas-cooktop-slideout-rangehood-dishwasher,product:appliances:dishwashers:ariston:lfo3c23wf,product:appliances:dishwashers:ariston:lfo3c23wf,799,799,none,No change required.,
1294,Ariston,ARISTON PACK - 900MM BUILT-IN ELECTRIC COOKTOP PACK - 900 OVEN / ELECTRIC COOKTOP / 900 SLIDEOUT RANGEHOOD / DISHWASHER,PACK,,,appliance-packs,appliance-packs,pack:pack:appliances:ariston:ariston-pack-900mm-built-in-electric-cooktop-pack-900-oven-electric-cooktop-900-slideout-rangehood-dishwasher,pack:pack:appliances:ariston:ariston-pack-900mm-built-in-electric-cooktop-pack-900-oven-electric-cooktop-900-slideout-rangehood-dishwasher,pack,pack,product:appliances:appliance-packs:ariston:1294,pack:appliances:ariston:ariston-pack-900mm-built-in-electric-cooktop-pack-900-oven-electric-cooktop-900-slideout-rangehood-dishwasher,,,4596,4596,none,No change required.,dimension token present; not a model ID
1295,Ariston,- ARISTON 90CM BUILT-IN OVEN FI9 891 SP IX A AUS,EACH,FI9 891 SP IX A AUS,FI9 891 SP IX A AUS,ovens,ovens,brand-model:ariston:fi9-891-sp-ix-a-aus,ariston::fi9-891-sp-ix-a-aus,component,component,product:appliances:appliance-packs:ariston:1294,pack:appliances:ariston:ariston-pack-900mm-built-in-electric-cooktop-pack-900-oven-electric-cooktop-900-slideout-rangehood-dishwasher,product:appliances:ovens:ariston:fi9-891-sp-ix-a-aus,product:appliances:ovens:ariston:fi9-891-sp-ix-a-aus,1899,1899,none,No change required.,
1296,Ariston,ARISTON PACK - 900MM BUILT-IN GAS COOKTOP PACK - 900 OVEN / GAS COOKTOP / 900 SLIDEOUT RANGEHOOD / DISHWASHER,PACK,,,appliance-packs,appliance-packs,pack:pack:appliances:ariston:ariston-pack-900mm-built-in-gas-cooktop-pack-900-oven-gas-cooktop-900-slideout-rangehood-dishwasher,pack:pack:appliances:ariston:ariston-pack-900mm-built-in-gas-cooktop-pack-900-oven-gas-cooktop-900-slideout-rangehood-dishwasher,pack,pack,product:appliances:appliance-packs:ariston:1296,pack:appliances:ariston:ariston-pack-900mm-built-in-gas-cooktop-pack-900-oven-gas-cooktop-900-slideout-rangehood-dishwasher,,,4196,4196,none,No change required.,dimension token present; not a model ID
1297,Ariston,- ARISTON 90CM DUAL FUEL FREESTANDING COOKER CP059MDX,EACH,CP059MDX,CP059MDX,freestanding-cookers,freestanding-cookers,brand-model:ariston:cp059mdx,ariston::cp059mdx,component,component,product:appliances:appliance-packs:ariston:1296,pack:appliances:ariston:ariston-pack-900mm-built-in-gas-cooktop-pack-900-oven-gas-cooktop-900-slideout-rangehood-dishwasher,product:appliances:freestanding-cookers:ariston:cp059mdx,product:appliances:freestanding-cookers:ariston:cp059mdx,2899,2899,none,No change required.,
1298,Ariston,- ARISTON 90CM CANOPY RANGEHOOD ARHC90X,EACH,ARHC90X,ARHC90X,rangehoods,rangehoods,brand-model:ariston:arhc90x,ariston::arhc90x,component,component,product:appliances:appliance-packs:ariston:1296,pack:appliances:ariston:ariston-pack-900mm-built-in-gas-cooktop-pack-900-oven-gas-cooktop-900-slideout-rangehood-dishwasher,product:appliances:rangehoods:ariston:arhc90x,product:appliances:rangehoods:ariston:arhc90x,699,699,none,No change required.,
1299,Ariston,- ARISTON 60CM DISHWASHER LFO3C23WF,EACH,LFO3C23WF,LFO3C23WF,dishwashers,dishwashers,brand-model:ariston:lfo3c23wf,ariston::lfo3c23wf,component,component,product:appliances:appliance-packs:ariston:1296,pack:appliances:ariston:ariston-pack-900mm-built-in-gas-cooktop-pack-900-oven-gas-cooktop-900-slideout-rangehood-dishwasher,product:appliances:dishwashers:ariston:lfo3c23wf,product:appliances:dishwashers:ariston:lfo3c23wf,799,799,none,No change required.,
1300,Ariston,ARISTON PACK - 900MM UPRIGHT COOKER CANOPY PACK - UPRIGHT COOKER / 900 CANOPY RANGEHOOD / DISHWASHER,PACK,,,appliance-packs,appliance-packs,pack:pack:appliances:ariston:ariston-pack-900mm-upright-cooker-canopy-pack-upright-cooker-900-canopy-rangehood-dishwasher,pack:pack:appliances:ariston:ariston-pack-900mm-upright-cooker-canopy-pack-upright-cooker-900-canopy-rangehood-dishwasher,pack,pack,product:appliances:appliance-packs:ariston:1300,pack:appliances:ariston:ariston-pack-900mm-upright-cooker-canopy-pack-upright-cooker-900-canopy-rangehood-dishwasher,,,4397,4397,none,No change required.,dimension token present; not a model ID
1301,Ariston,- ARISTON 90CM DUAL FUEL FREESTANDING COOKER CP059MDX,EACH,CP059MDX,CP059MDX,freestanding-cookers,freestanding-cookers,brand-model:ariston:cp059mdx,ariston::cp059mdx,component,component,product:appliances:appliance-packs:ariston:1300,pack:appliances:ariston:ariston-pack-900mm-upright-cooker-canopy-pack-upright-cooker-900-canopy-rangehood-dishwasher,product:appliances:freestanding-cookers:ariston:cp059mdx,product:appliances:freestanding-cookers:ariston:cp059mdx,2899,2899,none,No change required.,
1302,Ariston,- ARISTON 90CM UNDER CUPBOARD RANGEHOOD ARU90X,EACH,ARU90X,ARU90X,rangehoods,rangehoods,brand-model:ariston:aru90x,ariston::aru90x,component,component,product:appliances:appliance-packs:ariston:1300,pack:appliances:ariston:ariston-pack-900mm-upright-cooker-canopy-pack-upright-cooker-900-canopy-rangehood-dishwasher,product:appliances:rangehoods:ariston:aru90x,product:appliances:rangehoods:ariston:aru90x,499,499,none,No change required.,
1303,Ariston,- ARISTON 60CM DISHWASHER LFO3C23WF,EACH,LFO3C23WF,LFO3C23WF,dishwashers,dishwashers,brand-model:ariston:lfo3c23wf,ariston::lfo3c23wf,component,component,product:appliances:appliance-packs:ariston:1300,pack:appliances:ariston:ariston-pack-900mm-upright-cooker-canopy-pack-upright-cooker-900-canopy-rangehood-dishwasher,product:appliances:dishwashers:ariston:lfo3c23wf,product:appliances:dishwashers:ariston:lfo3c23wf,799,799,none,No change required.,
1304,Ariston,ARISTON PACK - 900MM UPRIGHT COOKER UNDER CUPBOARD PACK - UPRIGHT COOKER / 900 UNDER CUPBOARD RANGEHOOD / DISHWASHER,PACK,,,appliance-packs,appliance-packs,pack:pack:appliances:ariston:ariston-pack-900mm-upright-cooker-under-cupboard-pack-upright-cooker-900-under-cupboard-rangehood-dishwasher,pack:pack:appliances:ariston:ariston-pack-900mm-upright-cooker-under-cupboard-pack-upright-cooker-900-under-cupboard-rangehood-dishwasher,pack,pack,product:appliances:appliance-packs:ariston:1304,pack:appliances:ariston:ariston-pack-900mm-upright-cooker-under-cupboard-pack-upright-cooker-900-under-cupboard-rangehood-dishwasher,,,4197,4197,none,No change required.,dimension token present; not a model ID
1305,Ariston,ARISTON 900MM CANOPY RANGEHOOD OPTION - ARISTON 90CM CANOPY RANGEHOOD ARHC90X,EACH,OPTION - ARISTON 90CM CANOPY RANGEHOOD ARHC90X,ARHC90X,rangehoods,rangehoods,brand-model:ariston:option-ariston-90cm-canopy-rangehood-arhc90x,ariston::arhc90x,component,component,product:appliances:appliance-packs:ariston:1304,pack:appliances:ariston:ariston-pack-900mm-upright-cooker-under-cupboard-pack-upright-cooker-900-under-cupboard-rangehood-dishwasher,product:appliances:rangehoods:ariston:option-ariston-90cm-canopy-rangehood-arhc90x,product:appliances:rangehoods:ariston:arhc90x,699,699,model-extraction|product-identity,"Use canonical model extraction: strip option prefix, preserve hyphenated and multi-token model numbers, reject dimensions.",source row is an option label containing a physical model after OPTION -; dimension token present; not a model ID; models differ: OPTION - ARISTON 90CM CANOPY RANGEHOOD ARHC90X vs ARHC90X; product IDs differ under old versus canonical identity
1306,Ariston,ARISTON 900MM UNDER CUPBOARD RANGEHOOD OPTION - ARISTON 90CM UNDER CUPBOARD RANGEHOOD ARU90X,EACH,OPTION - ARISTON 90CM UNDER CUPBOARD RANGEHOOD ARU90X,ARU90X,rangehoods,rangehoods,brand-model:ariston:option-ariston-90cm-under-cupboard-rangehood-aru90x,ariston::aru90x,component,component,product:appliances:appliance-packs:ariston:1304,pack:appliances:ariston:ariston-pack-900mm-upright-cooker-under-cupboard-pack-upright-cooker-900-under-cupboard-rangehood-dishwasher,product:appliances:rangehoods:ariston:option-ariston-90cm-under-cupboard-rangehood-aru90x,product:appliances:rangehoods:ariston:aru90x,499,499,model-extraction|product-identity,"Use canonical model extraction: strip option prefix, preserve hyphenated and multi-token model numbers, reject dimensions.",source row is an option label containing a physical model after OPTION -; dimension token present; not a model ID; models differ: OPTION - ARISTON 90CM UNDER CUPBOARD RANGEHOOD ARU90X vs ARU90X; product IDs differ under old versus canonical identity
1307,Ariston,ARISTON DISHWASHER OPTION - ARISTON 60CM DISHWASHER LFO3C23WF,EACH,OPTION - ARISTON 60CM DISHWASHER LFO3C23WF,LFO3C23WF,dishwashers,dishwashers,brand-model:ariston:option-ariston-60cm-dishwasher-lfo3c23wf,ariston::lfo3c23wf,component,component,product:appliances:appliance-packs:ariston:1304,pack:appliances:ariston:ariston-pack-900mm-upright-cooker-under-cupboard-pack-upright-cooker-900-under-cupboard-rangehood-dishwasher,product:appliances:dishwashers:ariston:option-ariston-60cm-dishwasher-lfo3c23wf,product:appliances:dishwashers:ariston:lfo3c23wf,799,799,model-extraction|product-identity,"Use canonical model extraction: strip option prefix, preserve hyphenated and multi-token model numbers, reject dimensions.",source row is an option label containing a physical model after OPTION -; models differ: OPTION - ARISTON 60CM DISHWASHER LFO3C23WF vs LFO3C23WF; product IDs differ under old versus canonical identity
1308,Westinghouse,- WESTINGHOUSE 60CM MULTIFUNCTION OVEN WVE6314DD,EACH,WVE6314DD,WVE6314DD,ovens,ovens,brand-model:westinghouse:wve6314dd,westinghouse::wve6314dd,component,component,product:appliances:appliance-packs:westinghouse:1312,pack:appliances:westinghouse:westinghouse-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,product:appliances:ovens:westinghouse:wve6314dd,product:appliances:ovens:westinghouse:wve6314dd,799,799,none,No change required.,
1309,Westinghouse,- WESTINGHOUSE 60CM CERAMIC COOKTOP WHC642BC,EACH,WHC642BC,WHC642BC,cooktops,cooktops,brand-model:westinghouse:whc642bc,westinghouse::whc642bc,component,component,product:appliances:appliance-packs:westinghouse:1312,pack:appliances:westinghouse:westinghouse-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,product:appliances:cooktops:westinghouse:whc642bc,product:appliances:cooktops:westinghouse:whc642bc,699,699,none,No change required.,
1310,Westinghouse,- WESTINGHOUSE 60CM SLIDEOUT RANGEHOOD WRR614SB,EACH,WRR614SB,WRR614SB,rangehoods,rangehoods,brand-model:westinghouse:wrr614sb,westinghouse::wrr614sb,component,component,product:appliances:appliance-packs:westinghouse:1312,pack:appliances:westinghouse:westinghouse-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,product:appliances:rangehoods:westinghouse:wrr614sb,product:appliances:rangehoods:westinghouse:wrr614sb,449,449,none,No change required.,
1311,Westinghouse,- WESTINGHOUSE 60CM FREESTANDING DISHWASHER WSF6606X,EACH,WSF6606X,WSF6606X,dishwashers,dishwashers,brand-model:westinghouse:wsf6606x,westinghouse::wsf6606x,component,component,product:appliances:appliance-packs:westinghouse:1312,pack:appliances:westinghouse:westinghouse-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,product:appliances:dishwashers:westinghouse:wsf6606x,product:appliances:dishwashers:westinghouse:wsf6606x,799,799,none,No change required.,
1312,Westinghouse,WESTINGHOUSE PACK - 600MM ELECTRIC COOKTOP PACK - OVEN / ELECTRIC COOKTOP / SLIDEOUT RANGEHOOD / DISHWASHER,PACK,,,appliance-packs,appliance-packs,pack:pack:appliances:westinghouse:westinghouse-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,pack:pack:appliances:westinghouse:westinghouse-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,pack,pack,product:appliances:appliance-packs:westinghouse:1312,pack:appliances:westinghouse:westinghouse-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,,,2746,2746,none,No change required.,dimension token present; not a model ID
1313,Westinghouse,- WESTINGHOUSE 60CM MULTIFUNCTION OVEN WVE6314DD,EACH,WVE6314DD,WVE6314DD,ovens,ovens,brand-model:westinghouse:wve6314dd,westinghouse::wve6314dd,component,component,product:appliances:appliance-packs:westinghouse:1312,pack:appliances:westinghouse:westinghouse-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,product:appliances:ovens:westinghouse:wve6314dd,product:appliances:ovens:westinghouse:wve6314dd,799,799,none,No change required.,
1314,Westinghouse,- WESTINGHOUSE 60CM GAS COOKTOP WHG644SC,EACH,WHG644SC,WHG644SC,cooktops,cooktops,brand-model:westinghouse:whg644sc,westinghouse::whg644sc,component,component,product:appliances:appliance-packs:westinghouse:1312,pack:appliances:westinghouse:westinghouse-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,product:appliances:cooktops:westinghouse:whg644sc,product:appliances:cooktops:westinghouse:whg644sc,699,699,none,No change required.,
1315,Westinghouse,- WESTINGHOUSE 60CM SLIDEOUT RANGEHOOD WRR614SB,EACH,WRR614SB,WRR614SB,rangehoods,rangehoods,brand-model:westinghouse:wrr614sb,westinghouse::wrr614sb,component,component,product:appliances:appliance-packs:westinghouse:1312,pack:appliances:westinghouse:westinghouse-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,product:appliances:rangehoods:westinghouse:wrr614sb,product:appliances:rangehoods:westinghouse:wrr614sb,449,449,none,No change required.,
1316,Westinghouse,- WESTINGHOUSE 60CM FREESTANDING DISHWASHER WSF6606X,EACH,WSF6606X,WSF6606X,dishwashers,dishwashers,brand-model:westinghouse:wsf6606x,westinghouse::wsf6606x,component,component,product:appliances:appliance-packs:westinghouse:1312,pack:appliances:westinghouse:westinghouse-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,product:appliances:dishwashers:westinghouse:wsf6606x,product:appliances:dishwashers:westinghouse:wsf6606x,799,799,none,No change required.,
1317,Westinghouse,WESTINGHOUSE PACK - 600MM GAS COOKTOP PACK - OVEN / GAS COOKTOP / SLIDEOUT RANGEHOOD / DISHWASHER,PACK,,,appliance-packs,appliance-packs,pack:pack:appliances:westinghouse:westinghouse-pack-600mm-gas-cooktop-pack-oven-gas-cooktop-slideout-rangehood-dishwasher,pack:pack:appliances:westinghouse:westinghouse-pack-600mm-gas-cooktop-pack-oven-gas-cooktop-slideout-rangehood-dishwasher,pack,pack,product:appliances:appliance-packs:westinghouse:1317,pack:appliances:westinghouse:westinghouse-pack-600mm-gas-cooktop-pack-oven-gas-cooktop-slideout-rangehood-dishwasher,,,2746,2746,none,No change required.,dimension token present; not a model ID
1318,Westinghouse,WESTINGHOUSE 600MM CANOPY RANGEHOOD OPTION - WESTINGHOUSE 60CM CANOPY RANGEHOOD WRC614SD,EACH,OPTION - WESTINGHOUSE 60CM CANOPY RANGEHOOD WRC614SD,WRC614SD,rangehoods,rangehoods,brand-model:westinghouse:option-westinghouse-60cm-canopy-rangehood-wrc614sd,westinghouse::wrc614sd,component,component,product:appliances:appliance-packs:westinghouse:1317,pack:appliances:westinghouse:westinghouse-pack-600mm-gas-cooktop-pack-oven-gas-cooktop-slideout-rangehood-dishwasher,product:appliances:rangehoods:westinghouse:option-westinghouse-60cm-canopy-rangehood-wrc614sd,product:appliances:rangehoods:westinghouse:wrc614sd,549,549,model-extraction|product-identity,"Use canonical model extraction: strip option prefix, preserve hyphenated and multi-token model numbers, reject dimensions.",source row is an option label containing a physical model after OPTION -; dimension token present; not a model ID; models differ: OPTION - WESTINGHOUSE 60CM CANOPY RANGEHOOD WRC614SD vs WRC614SD; product IDs differ under old versus canonical identity
1319,Westinghouse,WESTINGHOUSE 600MM UNDER CUPBOARD RANGEHOOD OPTION - WESTINGHOUSE 60CM FIXED RANGEHOOD WRF610WA,EACH,OPTION - WESTINGHOUSE 60CM FIXED RANGEHOOD WRF610WA,WRF610WA,rangehoods,rangehoods,brand-model:westinghouse:option-westinghouse-60cm-fixed-rangehood-wrf610wa,westinghouse::wrf610wa,component,component,product:appliances:appliance-packs:westinghouse:1317,pack:appliances:westinghouse:westinghouse-pack-600mm-gas-cooktop-pack-oven-gas-cooktop-slideout-rangehood-dishwasher,product:appliances:rangehoods:westinghouse:option-westinghouse-60cm-fixed-rangehood-wrf610wa,product:appliances:rangehoods:westinghouse:wrf610wa,360,360,model-extraction|product-identity,"Use canonical model extraction: strip option prefix, preserve hyphenated and multi-token model numbers, reject dimensions.",source row is an option label containing a physical model after OPTION -; dimension token present; not a model ID; models differ: OPTION - WESTINGHOUSE 60CM FIXED RANGEHOOD WRF610WA vs WRF610WA; product IDs differ under old versus canonical identity
